order_dim_order_id;account_dim_account_id;amount
30957;1068;3273.00
30958;1068;632.00
30959;1069;3080.00
30960;1070;5116.00
30961;1071;4219.50
30962;1072;3520.00
30963;1073;3843.00
30964;1074;1416.00
30965;1075;3868.00
30966;1075;208.00
30967;1076;2640.00
30968;1076;4447.00
30969;1078;3423.00
30970;1079;10392.00
30971;1080;6185.00
30972;1081;2484.00
30973;1082;2189.00
30974;1083;1930.00
30975;1083;835.00
30976;1083;4351.00
30977;1083;1416.00
30980;1085;8537.00
30981;1086;1376.00
30982;1086;474.00
30983;1086;86.00
30984;1088;3032.00
30985;1089;756.00
30986;1089;2962.00
30987;1090;3317.00
30988;1092;5664.00
30989;1093;8022.80
30990;1093;10261.00
30991;1094;1408.00
30992;1094;747.00
30993;1095;1119.00
30994;1095;3773.00
30995;1095;896.00
30996;1095;1787.00
30997;1096;3488.00
30998;1097;7636.00
30999;1097;870.00
31000;1097;577.00
31001;1097;42.00
31002;1098;619.00
31003;1098;1007.00
31009;1100;174.00
31010;1100;882.00
31011;1100;1103.00
31012;1101;7553.00
31013;1102;3559.00
31014;1104;8840.00
31015;1105;1839.00
31016;1105;4015.00
31017;1106;8022.80
31018;1107;1746.00
31019;1108;31.00
31020;1108;2335.00
31021;1110;5427.00
31022;1111;3962.00
31023;1113;3837.00
31024;1113;1809.00
31025;1114;3350.00
31026;1115;2293.00
31027;1116;8086.00
31028;1117;1640.00
31029;1117;1075.00
31030;1118;3637.00
31031;1118;1388.00
31034;1120;1508.00
31035;1120;1195.00
31036;1123;2444.00
31037;1123;6668.00
31038;1124;4813.70
31039;1124;1030.00
31040;1124;2739.00
31041;1125;7895.00
31042;1125;11827.00
31043;1125;238.00
31044;1125;1.00
31045;1126;2791.00
31046;1127;6260.00
31047;1128;2070.00
31048;1129;4604.00
31049;1129;2085.00
31050;1130;2241.00
31053;1133;2103.00
31054;1133;895.00
31055;1134;1973.00
31056;1134;6007.00
31057;1135;1735.00
31058;1136;3081.80
31059;1136;6249.00
31060;1136;2884.00
31061;1137;2121.00
31062;1139;3081.80
31063;1139;1191.00
31064;1139;3110.00
31065;1139;2386.00
31066;1139;479.00
31067;1140;2790.00
31068;1141;1028.00
31069;1141;907.00
31070;1141;248.00
31071;1142;2077.00
31075;1144;2250.00
31076;1145;478.00
31077;1145;1469.00
31078;1146;3437.00
31079;1146;1384.00
31081;1151;3263.00
31082;1152;2186.00
31083;1153;4918.00
31084;1153;1033.00
31085;1154;3475.00
31086;1155;2260.00
31087;1158;2171.00
31088;1159;6470.00
31089;1160;3487.00
31090;1160;171.00
31091;1161;3947.00
31096;1165;8270.00
31097;1166;3105.20
31098;1166;4397.00
31102;1168;2432.00
31103;1168;1838.00
31104;1168;48.00
31105;1168;40.00
31106;1169;7748.00
31107;1169;591.00
31108;1170;2279.30
31109;1170;13057.00
31110;1171;7893.00
31111;1173;950.00
31112;1173;1352.00
31113;1174;720.00
31114;1174;829.00
31115;1174;3182.00
31119;1176;2267.00
31120;1177;541.00
31121;1177;3499.00
31122;1177;6306.00
31123;1178;5639.00
31124;1179;2808.00
31125;1181;3418.00
31126;1181;329.00
31127;1181;123.00
31128;1182;1662.70
31129;1183;1882.00
31130;1183;1046.00
31131;1185;2581.00
31132;1185;249.00
31133;1187;2288.00
31134;1188;4421.00
31135;1189;1944.00
31136;1189;344.00
31137;1190;8249.00
31142;1193;7334.00
31143;1194;3171.00
31144;1195;1890.00
31145;1195;453.00
31146;1196;12445.00
31147;1197;2582.00
31148;1199;1948.00
31149;1199;762.00
31150;1200;3743.00
31151;1200;525.00
31152;1200;3156.00
31153;1201;5873.00
31154;1201;1836.00
31159;1203;465.00
31160;1203;3232.00
31161;1203;118.00
31162;1203;346.00
31163;1204;2154.00
31164;1204;4992.00
31165;1205;2989.00
31166;1206;3279.00
31167;1207;9252.00
31168;1207;1110.00
31169;1208;4426.00
31170;1208;2126.00
31171;1209;3568.00
31172;1211;3073.00
31173;1211;890.00
31174;1211;372.00
31175;1212;2805.00
31176;1213;2984.00
31177;1214;4469.00
31178;1215;2508.00
31179;1216;2349.00
31180;1217;151.00
31181;1217;1956.00
31182;1218;3213.40
31183;1219;3986.00
31184;1220;2770.00
31185;1221;3213.40
31186;1222;1727.00
31187;1223;1398.00
31188;1223;4963.00
31194;1226;3826.00
31195;1227;5511.00
31196;1227;101.00
31197;1227;980.00
31198;1227;2344.00
31199;1228;1980.00
31200;1229;5505.00
31201;1230;3213.40
31202;1231;3485.00
31203;1231;665.00
31204;1233;2260.00
31205;1234;2236.00
31206;1235;1843.00
31207;1235;1049.00
31208;1238;2256.00
31209;1239;3744.00
31210;1240;4353.00
31211;1241;1368.00
31212;1241;2201.00
31213;1241;227.00
31214;1242;5355.70
31215;1242;4910.00
31216;1242;3674.00
31217;1242;422.00
31218;1242;38.00
31219;1244;903.00
31220;1244;2122.00
31221;1244;406.00
31222;1244;54.00
31223;1244;748.00
31224;1245;3611.00
31225;1246;3239.00
31226;1247;2077.00
31227;1248;3176.00
31228;1249;704.00
31229;1249;392.00
31230;1249;1361.00
31231;1250;3805.20
31232;1250;61.00
31233;1250;10069.00
31234;1251;7870.00
31235;1252;4114.70
31236;1253;3865.00
31237;1253;5330.00
31238;1255;4598.00
31239;1256;1178.00
31240;1256;5450.00
31241;1256;1974.00
31242;1257;4387.00
31243;1258;759.00
31244;1258;1174.00
31245;1259;724.00
31246;1259;2108.00
31247;1259;464.00
31248;1259;1429.00
31249;1260;6594.00
31250;1261;9222.00
31251;1262;2821.00
31252;1264;6605.00
31253;1265;1870.00
31254;1266;9291.00
31255;1267;2271.00
31256;1267;867.00
31257;1267;21.00
31258;1267;1672.00
31259;1268;2220.00
31260;1269;6840.00
31261;1269;599.00
31262;1270;2077.30
31263;1270;4162.00
31264;1271;4128.00
31265;1272;1246.40
31266;1273;3863.00
31267;1275;1903.00
31268;1276;3839.00
31269;1276;508.00
31270;1276;169.00
31271;1277;3175.00
31276;1279;3587.00
31277;1280;2491.00
31282;1284;4375.50
31283;1285;7213.00
31284;1286;8500.00
31285;1287;2623.00
31286;1287;6619.00
31287;1287;525.00
31288;1288;2948.00
31289;1289;6950.00
31291;1291;1333.00
31292;1291;335.00
31293;1292;1653.00
31294;1292;1457.00
31295;1292;221.00
31296;1293;3484.00
31297;1294;1404.00
31298;1294;2177.00
31299;1295;3282.00
31300;1296;1607.00
31301;1297;2878.00
31302;1297;3311.00
31303;1298;5822.00
31304;1299;317.00
31305;1299;2291.00
31308;1302;3924.00
31309;1303;3601.00
31310;1304;2368.90
31311;1306;5023.00
31312;1306;942.00
31313;1306;1888.00
31314;1307;3297.00
31315;1308;3206.00
31316;1309;2600.00
31317;1309;10199.00
31318;1311;9327.00
31319;1312;1690.00
31320;1314;6889.00
31321;1315;2813.00
31322;1315;299.00
31323;1315;3160.00
31324;1316;1130.00
31325;1316;619.00
31326;1316;233.00
31327;1317;3493.00
31328;1318;5154.00
31329;1318;8677.00
31330;1318;1762.00
31331;1318;2015.00
31332;1318;744.00
31333;1319;6185.00
31334;1319;884.00
31335;1319;1362.00
31336;1320;4377.00
31337;1320;907.00
31338;1320;149.00
31339;1320;80.00
31340;1321;2683.00
31341;1321;636.00
31342;1322;1485.00
31343;1322;1431.00
31344;1323;9720.00
31345;1324;2741.00
31346;1324;680.00
31347;1325;362.00
31348;1325;1766.00
31349;1326;96.00
31350;1326;786.00
31351;1326;1207.00
31352;1326;954.00
31353;1328;3249.80
31354;1329;1960.20
31355;1329;3368.00
31356;1329;5081.00
31358;1331;1096.00
31359;1331;3320.00
31360;1332;4755.00
31361;1333;6508.00
31362;1335;5367.00
31363;1335;1044.00
31364;1336;9426.00
31365;1337;3264.00
31366;1338;4545.00
31367;1338;897.00
31368;1338;157.00
31369;1340;818.00
31370;1340;472.00
31371;1340;1120.00
31372;1341;2098.00
31373;1342;1079.00
31374;1342;2517.00
31375;1342;1011.00
31376;1342;3665.00
31380;1345;3294.00
31381;1345;848.00
31382;1346;1592.00
31383;1346;475.00
31384;1347;2066.00
31385;1348;5025.00
31386;1348;17.00
31387;1348;492.00
31388;1349;2292.00
31389;1349;1521.00
31390;1350;1079.00
31391;1350;6875.00
31392;1350;3493.00
31393;1351;2227.00
31394;1352;2976.00
31395;1352;3445.00
31396;1352;370.00
31397;1352;213.00
31398;1353;651.00
31399;1353;6646.00
31400;1354;3080.00
31401;1355;3606.00
31402;1357;2290.00
31403;1358;2980.00
31404;1361;6195.00
31405;1363;5046.00
31406;1363;1517.00
31407;1363;82.00
31408;1363;243.00
31411;1365;2314.00
31412;1366;4773.00
31413;1366;310.00
31414;1366;1.00
31415;1367;3872.00
31416;1367;193.00
31417;1367;717.00
31418;1367;431.00
31419;1368;4439.00
31420;1369;6005.00
31421;1369;1738.00
31422;1370;1852.00
31423;1371;3074.00
31424;1373;1628.00
31425;1373;346.00
31426;1374;8107.30
31427;1375;5930.00
31428;1375;1889.00
31429;1376;2731.00
31430;1377;2272.00
31431;1378;2953.00
31432;1378;1347.00
31433;1378;693.00
31434;1378;881.00
31435;1379;6953.00
31436;1380;8829.00
31437;1380;1100.00
31438;1380;1200.00
31439;1381;2705.00
31440;1382;2059.00
31441;1383;2173.00
31442;1385;9834.00
31447;1389;5227.70
31448;1389;6376.00
31449;1390;1011.00
31450;1390;6147.00
31451;1391;3053.00
31452;1392;3081.00
31453;1392;4216.00
31454;1393;5254.00
31455;1394;1454.00
31456;1394;646.00
31457;1395;3432.00
31458;1396;14707.00
31459;1397;8319.00
31460;1399;5427.00
31461;1399;13.00
31462;1399;29.00
31463;1399;345.00
31468;1401;2463.00
31469;1402;2073.00
31470;1402;2221.00
31471;1402;471.00
31472;1402;374.00
31473;1403;9120.00
31474;1404;2121.00
31475;1404;6306.00
31476;1404;123.00
31477;1404;53.00
31478;1404;483.00
31479;1405;2229.00
31480;1405;158.00
31481;1406;2302.00
31482;1406;458.00
31483;1407;5227.70
31484;1407;14882.00
31487;1410;3816.00
31488;1411;5174.00
31489;1412;936.00
31490;1412;1773.00
31491;1412;1110.00
31492;1413;2016.00
31493;1413;3477.00
31494;1413;620.00
31495;1414;1920.00
31496;1414;5397.00
31497;1414;1817.00
31500;1416;3688.00
31501;1417;7394.00
31502;1418;6759.00
31503;1419;3305.00
31504;1420;1794.00
31505;1422;2655.00
31506;1423;2394.00
31507;1423;1213.00
31508;1424;6224.00
31509;1425;4069.00
31510;1426;2681.00
31511;1427;6046.00
31513;1429;2166.00
31514;1430;4127.00
31515;1432;3267.20
31516;1432;13590.00
31518;1434;3214.00
31519;1435;7949.00
31520;1436;3104.00
31521;1437;1753.00
31522;1437;314.00
31523;1437;65.00
31524;1437;29.00
31525;1439;2122.00
31526;1440;56.00
31527;1440;2020.00
31528;1440;56.00
31529;1441;2425.00
31530;1442;5950.00
31531;1443;7505.00
31532;1444;2024.00
31533;1445;1361.00
31534;1445;668.00
31535;1445;1075.00
31536;1445;1420.00
31537;1446;4877.00
31538;1447;2084.70
31539;1447;8210.00
31540;1448;7156.00
31541;1449;2820.00
31542;1449;320.00
31543;1450;3103.00
31544;1451;3734.00
31545;1453;1250.80
31546;1453;6820.00
31547;1456;1250.80
31553;1458;3259.00
31554;1459;1542.00
31555;1459;582.00
31556;1460;3417.00
31557;1461;4217.10
31558;1461;8705.00
31560;1463;719.00
31561;1463;1505.00
31562;1465;1904.00
31563;1465;218.00
31564;1466;10056.00
31565;1467;6814.00
31566;1468;439.00
31567;1468;1710.00
31568;1469;3574.00
31569;1470;4060.00
31570;1471;7823.00
31571;1471;12.00
31572;1471;176.00
31573;1472;3527.00
31574;1472;2375.00
31575;1473;1984.00
31576;1474;2695.00
31577;1476;3467.00
31578;1477;2100.00
31579;1478;11931.00
31580;1479;2162.00
31581;1480;3425.20
31582;1481;2065.00
31583;1482;2687.00
31584;1482;1766.00
31585;1482;335.00
31586;1483;1962.00
31587;1483;2701.00
31588;1484;2346.00
31589;1484;794.00
31590;1485;336.00
31591;1485;5949.00
31592;1485;1018.00
31593;1486;3592.00
31594;1486;2291.00
31595;1486;2235.00
31596;1487;2204.00
31597;1488;5850.00
31598;1488;230.00
31601;1490;1657.70
31602;1491;6966.00
31603;1492;1546.00
31604;1493;2264.00
31605;1493;51.00
31606;1495;3059.00
31607;1495;670.00
31608;1496;6931.00
31609;1496;161.00
31610;1496;33.00
31611;1497;261.00
31612;1497;5463.00
31613;1498;2762.80
31614;1499;3666.00
31615;1500;4119.00
31616;1501;2292.00
31617;1502;7338.00
31618;1503;3171.00
31619;1504;619.00
31620;1504;4887.00
31621;1506;9498.00
31622;1507;6619.00
31623;1508;1657.70
31624;1508;8967.00
31625;1509;4943.00
31626;1509;2320.00
31627;1510;9985.00
31628;1511;1657.70
31629;1512;8822.00
31630;1513;1632.00
31631;1513;3912.00
31632;1513;1316.00
31633;1513;689.00
31634;1514;1547.00
31635;1514;2234.00
31636;1515;1538.00
31637;1515;774.00
31638;1515;2907.00
31639;1516;2277.00
31640;1517;2601.00
31641;1519;3443.00
31642;1520;2943.00
31643;1521;3024.00
31644;1523;1684.00
31645;1523;9843.00
31646;1524;2705.00
31647;1525;1625.00
31648;1526;4433.00
31649;1527;4557.20
31651;1528;3981.00
31652;1529;1059.00
31653;1529;1463.00
31654;1529;77.00
31655;1530;3700.00
31658;1532;7903.00
31661;1534;7451.00
31662;1534;2155.00
31663;1535;2757.00
31664;1536;13204.00
31665;1538;10288.00
31668;1540;4540.00
31669;1540;3057.00
31670;1540;1164.00
31671;1542;2655.00
31672;1544;9526.00
31673;1544;189.00
31674;1545;2625.00
31675;1545;1112.00
31676;1546;4173.00
31677;1548;2106.00
31678;1549;4052.00
31679;1550;4708.00
31680;1551;747.00
31681;1551;2316.00
31682;1552;5263.00
31683;1552;1021.00
31684;1554;6551.00
31685;1555;3263.00
31686;1556;1837.00
31687;1557;2253.00
31688;1558;1148.00
31689;1558;2899.00
31690;1558;1384.00
31691;1559;8004.00
31692;1560;3332.00
31693;1560;244.00
31694;1560;437.00
31695;1560;1137.00
31696;1561;1924.00
31697;1561;51.00
31698;1562;1933.00
31699;1565;610.00
31700;1565;2095.00
31701;1565;383.00
31702;1566;4375.00
31703;1566;1164.00
31704;1566;1622.00
31705;1566;948.00
31706;1567;480.00
31707;1567;6000.00
31708;1567;3455.00
31709;1568;4399.00
31710;1568;49.00
31711;1568;1028.00
31712;1568;1627.00
31717;1570;2865.00
31718;1571;7692.00
31719;1572;7596.00
31720;1573;3638.00
31721;1574;2390.00
31722;1575;2998.00
31723;1576;11816.00
31724;1577;1282.00
31725;1577;988.00
31726;1577;290.00
31727;1578;1825.00
31728;1579;3377.00
31729;1580;8094.20
31730;1581;5758.00
31731;1582;1917.00
31732;1583;8094.20
31733;1584;1983.00
31734;1586;5504.00
31735;1588;2443.00
31736;1590;5847.00
31737;1590;1025.00
31738;1590;551.00
31739;1590;127.00
31740;1591;7680.00
31741;1591;26.00
31742;1591;153.00
31743;1592;224.00
31744;1592;1613.00
31745;1593;2086.00
31746;1594;4577.00
31747;1594;1596.00
31748;1594;54.00
31752;1596;1306.00
31753;1596;1997.00
31754;1597;2376.00
31755;1598;5438.00
31756;1598;7384.00
31757;1599;1337.00
31758;1599;4004.00
31759;1600;3234.00
31760;1601;2694.00
31761;1602;2033.00
31762;1603;2359.00
31763;1603;1187.00
31764;1603;6578.00
31765;1604;7088.00
31766;1605;3353.00
31767;1607;9958.00
31768;1608;3425.00
31769;1609;2017.00
31770;1610;6258.00
31771;1611;403.00
31772;1611;3403.00
31773;1613;3628.00
31774;1614;5763.00
31775;1615;3124.00
31776;1616;2642.00
31777;1617;1536.00
31778;1618;2265.00
31779;1619;3220.00
31780;1620;1931.00
31781;1621;7887.00
31782;1622;2357.00
31783;1622;1028.00
31784;1623;9160.00
31785;1624;1017.00
31786;1624;1120.00
31787;1625;185.00
31788;1625;1727.00
31789;1625;679.00
31790;1625;1522.00
31791;1628;2850.00
31792;1629;3137.00
31793;1630;3595.00
31794;1631;2743.00
31795;1632;1977.60
31796;1633;2145.00
31797;1635;5683.00
31798;1636;4964.00
31799;1637;774.00
31800;1637;2569.00
31801;1638;2676.00
31802;1638;9749.00
31806;1640;4783.00
31807;1641;1977.60
31808;1641;7532.00
31809;1641;1294.00
31810;1641;423.00
31811;1642;3597.00
31816;1644;2534.00
31817;1644;1022.00
31818;1644;17.00
31819;1645;9078.00
31820;1646;6521.00
31821;1646;1651.00
31822;1647;2412.00
31823;1647;1199.00
31824;1647;12.00
31825;1650;3649.00
31826;1650;9100.00
31827;1651;1581.70
31828;1652;3422.00
31829;1653;4656.00
31830;1655;4277.00
31831;1655;3827.00
31832;1656;3954.30
31833;1656;12113.00
31834;1657;2156.00
31835;1658;1950.00
31836;1658;172.00
31837;1659;2806.00
31838;1660;2372.60
31843;1662;9626.00
31844;1663;2220.00
31845;1663;420.00
31846;1664;5454.00
31847;1665;1578.00
31848;1666;2164.00
31849;1668;3275.00
31850;1669;5562.00
31851;1670;1242.00
31852;1670;1312.00
31853;1671;2507.00
31854;1671;502.00
31855;1672;3898.00
31856;1673;2447.00
31857;1674;3804.00
31858;1675;2125.00
31861;1677;5530.00
31862;1678;2952.00
31863;1678;1778.00
31864;1679;5087.00
31865;1680;5955.00
31866;1681;8550.00
31867;1681;6.00
31868;1681;1032.00
31869;1683;1342.00
31870;1683;3239.00
31871;1683;345.00
31872;1684;2123.00
31873;1685;7968.00
31874;1686;1532.00
31875;1686;1225.00
31877;1688;2249.00
31878;1689;2128.00
31879;1690;3311.00
31880;1691;720.00
31881;1691;1214.00
31884;1693;2482.00
31885;1693;11276.00
31886;1695;14658.00
31887;1696;2159.00
31888;1697;408.00
31889;1697;1778.00
31890;1697;35.00
31891;1698;9642.00
31892;1698;3943.00
31893;1699;3463.00
31894;1699;19.00
31895;1700;6765.00
31896;1701;4425.30
31897;1701;7571.00
31898;1702;4689.00
31899;1703;3554.00
31900;1704;3285.00
31901;1705;5502.00
31902;1706;2058.00
31903;1707;1196.90
31904;1707;7830.00
31905;1708;4519.00
31906;1708;3339.00
31907;1709;3227.00
31908;1710;2071.00
31909;1711;183.00
31910;1711;188.00
31911;1711;2158.00
31912;1712;1626.00
31913;1714;3028.00
31914;1716;3575.00
31915;1716;1032.00
31916;1717;2500.00
31917;1718;7178.00
31918;1718;14456.00
31919;1719;2768.00
31920;1722;4472.00
31921;1723;1092.00
31922;1723;3904.00
31923;1723;4676.00
31924;1723;8.00
31925;1724;1604.00
31926;1726;4438.00
31927;1726;2082.00
31928;1726;74.00
31929;1726;115.00
31930;1727;1794.00
31931;1727;1093.00
31932;1727;3723.00
31933;1728;4954.00
31934;1729;6554.00
31935;1730;1978.00
31936;1731;2631.00
31937;1732;8050.00
31938;1733;3126.00
31939;1733;5808.00
31940;1734;9431.00
31941;1736;3666.00
31942;1737;3103.00
31943;1737;2329.00
31944;1738;1998.00
31945;1739;9979.00
31946;1740;2713.00
31947;1741;2366.00
31948;1742;3827.00
31949;1743;2279.00
31950;1744;3317.00
31951;1747;871.00
31952;1747;1118.00
31956;1749;4560.80
31957;1749;9678.00
31958;1750;4028.00
31959;1750;5517.00
31964;1756;6307.00
31965;1758;9384.00
31966;1758;355.00
31967;1759;1856.00
31968;1759;1866.00
31969;1760;1458.00
31970;1760;251.00
31971;1761;3048.00
31972;1761;3407.00
31973;1761;294.00
31974;1762;853.00
31975;1762;3352.00
31976;1762;1972.00
31977;1762;6893.00
31978;1763;1146.00
31979;1763;5539.00
31980;1764;5270.00
31981;1765;2011.00
31982;1766;4353.00
31983;1766;43.00
31984;1766;49.00
31985;1766;2390.00
31986;1766;501.00
31987;1767;2266.00
31988;1767;1523.00
31989;1767;1040.00
31990;1770;8351.00
31991;1771;3052.00
31992;1772;5633.00
31993;1772;11994.00
31994;1773;2877.00
31995;1774;2170.00
31996;1775;2343.00
31997;1776;5710.00
31998;1776;1800.00
31999;1777;1240.00
32000;1777;1418.00
32001;1777;1657.00
32002;1778;3432.00
32003;1779;3023.00
32004;1779;1230.00
32005;1779;61.00
32006;1780;5429.00
32007;1782;3231.00
32008;1783;6003.00
32009;1784;1785.00
32010;1785;1722.00
32011;1786;8818.00
32012;1787;8033.20
32014;1790;2096.00
32015;1790;1935.00
32016;1791;6956.00
32017;1792;1712.00
32018;1793;5182.00
32019;1793;1345.00
32020;1794;2867.00
32021;1794;1890.00
32022;1794;198.00
32023;1794;47.00
32024;1795;3850.00
32025;1796;1809.00
32026;1796;1228.00
32027;1797;3835.00
32028;1797;4015.00
32029;1798;2602.00
32030;1798;1687.00
32031;1798;4316.00
32032;1799;2514.00
32033;1800;5103.00
32034;1800;1643.00
32035;1801;4610.00
32036;1801;4167.00
32037;1801;3419.00
32038;1801;956.00
32039;1802;1112.00
32040;1802;1396.00
32041;1803;1474.00
32042;1803;829.00
32043;1805;2693.00
32044;1805;3110.00
32045;1806;2552.00
32046;1807;4731.00
32047;1808;8033.20
32048;1809;6269.00
32049;1809;183.00
32050;1809;6860.00
32051;1810;5925.00
32052;1811;3990.80
32053;1811;4206.00
32054;1811;6745.00
32055;1812;1169.00
32056;1812;1133.00
32057;1813;812.00
32058;1813;4350.00
32059;1814;3035.00
32060;1815;6037.00
32061;1815;3859.00
32062;1816;2824.00
32063;1817;9131.00
32064;1819;3990.80
32065;1819;966.00
32066;1819;1236.00
32067;1819;8253.00
32068;1820;7794.00
32069;1821;9385.00
32070;1822;1996.00
32071;1823;2347.00
32072;1824;319.00
32073;1824;9515.00
32074;1825;1425.00
32075;1825;2688.00
32076;1826;9921.00
32077;1827;2567.00
32078;1828;2394.50
32079;1828;4036.00
32080;1828;1613.00
32081;1828;153.00
32082;1828;1498.00
32083;1829;3684.00
32084;1830;7692.00
32085;1831;2047.00
32086;1832;2072.10
32087;1832;3275.00
32088;1832;139.00
32089;1832;581.00
32090;1832;5933.00
32091;1833;1674.00
32092;1834;8084.00
32093;1835;5938.00
32094;1835;1431.00
32095;1836;6666.00
32096;1836;1685.00
32097;1837;6387.00
32098;1838;2072.10
32099;1838;8940.00
32100;1839;3093.00
32101;1841;2840.00
32102;1841;259.00
32104;1843;2938.70
32105;1843;6994.00
32106;1844;2161.00
32107;1845;12537.00
32108;1846;2062.00
32109;1847;1815.00
32110;1848;3473.00
32115;1851;3649.00
32116;1852;2199.00
32117;1854;3948.00
32118;1855;2897.00
32119;1856;725.00
32120;1856;1449.00
32121;1857;4295.00
32122;1857;279.00
32123;1858;3764.00
32124;1859;2826.00
32125;1860;2170.00
32126;1861;1574.00
32127;1861;1519.00
32128;1862;6601.70
32129;1863;3371.00
32130;1863;1096.00
32131;1863;201.00
32133;1865;1915.00
32134;1866;5051.00
32135;1866;1896.00
32136;1868;12111.00
32137;1869;1054.00
32138;1872;5886.00
32139;1872;137.00
32141;1874;2100.00
32142;1875;3094.00
32143;1876;2329.00
32144;1876;723.00
32145;1876;8710.00
32146;1877;1198.00
32147;1877;629.00
32148;1879;907.00
32149;1879;1119.00
32150;1881;2046.00
32151;1881;3640.00
32152;1882;1907.00
32153;1882;1936.00
32154;1882;60.00
32157;1886;4512.70
32158;1886;4198.00
32159;1887;5608.00
32160;1888;4780.00
32161;1888;510.00
32162;1888;3473.00
32163;1888;3269.00
32164;1889;3298.00
32165;1891;2039.00
32166;1891;172.00
32167;1891;293.00
32168;1892;2398.00
32169;1893;6289.00
32170;1895;1791.50
32171;1895;5810.00
32172;1896;1791.50
32173;1896;9463.00
32174;1897;1791.50
32175;1897;8458.00
32176;1897;2237.00
32177;1897;129.00
32178;1899;3081.00
32179;1900;7114.00
32180;1901;6355.00
32181;1903;1878.00
32182;1903;260.00
32183;1904;2991.00
32184;1904;587.00
32185;1904;2257.00
32186;1904;1116.00
32187;1905;3506.00
32188;1905;3225.00
32189;1905;72.00
32190;1906;1872.80
32191;1906;7355.00
32192;1906;158.00
32193;1907;8181.00
32194;1907;594.00
32195;1908;3594.00
32196;1909;43.00
32197;1909;1156.00
32198;1909;928.00
32199;1910;851.00
32200;1910;2336.00
32201;1912;3232.00
32202;1913;2613.00
32203;1914;1289.00
32204;1914;2046.00
32205;1915;4052.00
32206;1915;2142.00
32207;1916;4269.00
32208;1917;2943.00
32209;1918;4231.00
32210;1919;4545.00
32211;1919;342.00
32212;1920;3570.00
32213;1921;2309.00
32214;1921;124.00
32217;1924;1962.00
32218;1925;3860.00
32219;1926;2643.00
32220;1926;361.00
32221;1927;2283.00
32222;1928;2317.50
32223;1929;2027.00
32224;1930;3223.00
32225;1931;4898.00
32226;1931;23.00
32227;1931;1302.00
32228;1933;3804.00
32229;1934;1428.00
32230;1934;4007.00
32231;1934;720.00
32232;1934;1167.00
32233;1936;2141.00
32234;1937;2933.00
32235;1938;6646.00
32236;1938;586.00
32237;1939;3090.00
32238;1939;893.00
32239;1940;3106.00
32242;1943;3060.00
32243;1943;1412.00
32244;1943;2704.00
32245;1943;2181.00
32246;1944;6741.00
32247;1946;7593.00
32248;1947;3448.00
32249;1948;731.00
32250;1948;6569.00
32251;1949;6888.00
32252;1949;107.00
32253;1949;43.00
32254;1949;487.00
32255;1950;6943.00
32256;1951;709.00
32257;1951;968.00
32258;1951;2441.00
32259;1954;2140.00
32260;1955;1964.00
32261;1956;4674.00
32262;1957;1595.00
32263;1957;892.00
32264;1958;2934.00
32265;1959;2975.00
32266;1959;167.00
32267;1960;2103.00
32268;1960;47.00
32269;1961;2293.00
32270;1962;770.00
32271;1962;1192.00
32272;1962;1771.00
32273;1963;3175.00
32274;1964;2438.00
32275;1965;9541.00
32276;1966;5569.00
32277;1967;5194.00
32278;1967;14164.00
32280;1969;5403.00
32281;1970;1774.00
32282;1970;1916.00
32283;1971;6624.00
32284;1972;2736.00
32285;1973;847.00
32286;1973;1150.00
32287;1975;2625.00
32288;1975;1480.00
32289;1975;1711.00
32290;1975;765.00
32291;1976;3408.00
32292;1976;2157.00
32293;1978;5700.30
32294;1978;7001.00
32295;1978;5900.00
32296;1978;356.00
32297;1979;2014.00
32298;1980;6879.00
32299;1981;1087.00
32300;1981;1097.00
32301;1982;3732.00
32302;1986;5451.00
32303;1988;2671.00
32304;1989;1982.00
32305;1990;2168.00
32306;1991;2857.00
32307;1991;4312.00
32308;1991;341.00
32309;1992;4140.00
32310;1993;5700.30
32311;1994;3962.00
32312;1994;706.00
32313;1994;18.00
32314;1994;43.00
32315;1995;2944.00
32316;1996;2395.60
32317;1997;581.00
32318;1997;1361.00
32319;1999;2676.00
32320;1999;3778.00
32321;2000;3318.00
32322;2000;48.00
32323;2000;14.00
32324;2000;4847.00
32325;2001;12524.00
32326;2002;3688.00
32327;2003;2127.00
32328;2004;5472.00
32329;2005;1924.00
32330;2005;141.00
32331;2005;209.00
32332;2006;2764.00
32333;2006;371.00
32334;2008;543.00
32335;2008;3655.00
32336;2009;2995.00
32337;2009;1268.00
32338;2010;3876.00
32339;2011;1726.00
32340;2011;272.00
32341;2011;12.00
32342;2012;3844.00
32346;2015;4535.00
32347;2016;741.00
32348;2016;1069.00
32349;2016;157.00
32350;2017;1855.00
32351;2017;816.00
32352;2018;3115.00
32353;2018;3210.00
32354;2019;1422.00
32355;2019;265.00
32356;2019;415.00
32357;2020;2329.00
32358;2022;1943.00
32359;2023;1687.00
32360;2023;4208.00
32361;2023;1052.00
32362;2023;1684.00
32363;2024;7024.00
32364;2025;6704.00
32365;2026;1943.00
32366;2026;3387.00
32367;2027;3476.00
32368;2030;4325.00
32371;2032;2873.00
32372;2032;225.00
32373;2032;690.00
32374;2032;1441.00
32375;2033;4274.00
32376;2034;8744.00
32377;2035;4898.20
32378;2035;8404.00
32379;2035;917.00
32380;2035;121.00
32381;2035;93.00
32382;2037;762.00
32383;2037;8535.00
32384;2038;1580.00
32385;2038;2062.00
